vulnerability,capture_date,totalcount,exploit_source,exploit_type,exploit_platform,exploit_vendor,exploit_attack,cwe,cpe,vulnerable_cities,vulnerable_services,cvss_source,cvss3_basescore,cvss3_severity,cvss3_impactscore,cvss3_exploitabilityscore,cvss3_attackvector,cvss3_attackcomplexity,cvss3_privilegesrequired,cvss3_userinteraction,cvss3_scope,cvss3_confidentiality ,cvss3_integrity,cvss3_availability,cvss2_basescore,cvss2_severity,cvss2_impactscore,cvss2_exploitabilityscore,cvss2_attackvector,cvss2_attackcomplexity,cvss2_authentication,cvss2_confidentiality ,cvss2_integrity,cvss2_availability
CVE-2019-11035,11/14/2020,355983,NVD,"remote,dos,webapps",PHP,php,"Information Disclosure,Denial of Service",119,cpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:o:canonical:ubuntu_linux:12.04cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:canonical:ubuntu_linux:19.04cpe:2.3:a:netapp:storage_automation_store:-,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.1,CRITICAL,5.2,3.9,Network,Low,None,None,Unchanged,High,High,None,6.4,MEDIUM,4.9,10,Network,Low,None,Partial,None,Partial
CVE-2019-11036,11/14/2020,450972,NVD,"remote,dos,webapps",PHP,php,"Information Disclosure,Denial of Service",119,cpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:php,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.1,CRITICAL,5.2,3.9,Network,Low,None,None,Unchanged,High,High,None,6.4,MEDIUM,4.9,10,Network,Low,None,Partial,None,Partial
CVE-2019-11038,11/14/2020,482478,NVD,"remote,webapps",PHP,php,Information Disclosure,20,cpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:php,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.3,MEDIUM,1.4,3.9,Network,Low,None,None,Unchanged,Low,Low,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2019-11039,11/14/2020,482479,NVD,"remote,dos,webapps",PHP,php,"Information Disclosure,Denial of Service",125,cpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:php,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.1,CRITICAL,5.2,3.9,Network,Low,None,None,Unchanged,High,High,None,6.4,MEDIUM,4.9,10,Network,Low,None,Partial,None,Partial
CVE-2019-11040,11/14/2020,482482,NVD,"remote,dos,webapps",PHP,php,"Information Disclosure,Denial of Service",119,cpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:php,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.1,CRITICAL,5.2,3.9,Network,Low,None,None,Unchanged,High,High,None,6.4,MEDIUM,4.9,10,Network,Low,None,Partial,None,Partial
CVE-2019-11072,11/14/2020,34875,NVD,"remote,dos",lighttpd ,lighttpd ,Denial of Service,190,cpe:2.3:a:lighttpd:lighttpd,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",lighttpd,NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-11358,11/14/2020,31193,NVD,"remote,webapps",jQuery ,jquery,Cross-Site Scripting,79,cpe:2.3:a:jquery:jquerycpe:2.3:o:debian:debian_linux:9.0cpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:a:backdropcms:backdropcpe:2.3:a:backdropcms:backdrop,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-11510,11/14/2020,471,Shodan.io,webapps,Pulse Secure SSL VPN,PulseSecure,Arbitrary File Disclosure,275,cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r1.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r1.1cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r10.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r11.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r12.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r2.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r3.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r3.1cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r4.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r4.1cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r5.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r5.1cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r6.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r7.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r7.1cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r8.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r8.1cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r8.2cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r9.0cpe:2.3:a:pulsesecure:pulse_connect_secure:8.3:r1cpe:2.3:a:pulsesecure:pulse_connect_secure:8.3:r2cpe:2.3:a:pulsesecure:pulse_connect_secure:8.3:r2.1cpe:2.3:a:pulsesecure:pulse_connect_secure:8.3:r3cpe:2.3:a:pulsesecure:pulse_connect_secure:8.3:r4cpe:2.3:a:pulsesecure:pulse_connect_secure:8.3:r5cpe:2.3:a:pulsesecure:pulse_connect_secure:8.3:r5.1cpe:2.3:a:pulsesecure:pulse_connect_secure:8.3:r5.2cpe:2.3:a:pulsesecure:pulse_connect_secure:8.3:r6cpe:2.3:a:pulsesecure:pulse_connect_secure:8.3:r6.1cpe:2.3:a:pulsesecure:pulse_connect_secure:8.3:r7cpe:2.3:a:pulsesecure:pulse_connect_secure:9.0:r1cpe:2.3:a:pulsesecure:pulse_connect_secure:9.0:r2cpe:2.3:a:pulsesecure:pulse_connect_secure:9.0:r2.1cpe:2.3:a:pulsesecure:pulse_connect_secure:9.0:r3cpe:2.3:a:pulsesecure:pulse_connect_secure:9.0:r3.1cpe:2.3:a:pulsesecure:pulse_connect_secure:9.0:r3.2cpe:2.3:a:pulsesecure:pulse_connect_secure:9.0:r3.3,"Tokyo,Singapore,Amsterdam,Sydney,Mumbai,Montreal",,NVD,10,CRITICAL,6,3.9,Network,Low,None,None,Changed,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-11809,11/14/2020,228,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,79,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-11876,11/14/2020,2794,NVD,"remote,webapps",PrestaShop ,PrestaShop ,Cross-Site Scripting,79,cpe:2.3:a:prestashop:prestashop:1.7.5.2cpe:2.3:a:drupal:drupal:8.7.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-12525,11/14/2020,1216642,"NVD,seclists.org","remote,dos,webapps",Squid Software Foundation,Squid-cache,"Denial of Service,Cross-Site Scripting,Arbitrary Code Execution",119,cpe:2.3:a:squid-cache:squidcpe:2.3:a:squid-cache:squid,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Squid http proxy,NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-12527,11/14/2020,13302,NVD,"remote,webapps",Squid Software Foundation,Squid-cache,Heap-Based Buffer Overflow ,119,cpe:2.3:a:squid-cache:squid,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Squid http proxy,NVD,8.8,HIGH,5.9,2.8,Network,Low,None,Required,Unchanged,High,High,High,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2019-12529,11/14/2020,2650014,NVD,"remote,dos,webapps",Squid Software Foundation,Squid-cache,"Denial of Service,Cross-Site Scripting,Arbitrary Code Execution",200,cpe:2.3:a:squid-cache:squidcpe:2.3:a:squid-cache:squid:2.7.stable1cpe:2.3:a:squid-cache:squid:2.7.stable2cpe:2.3:a:squid-cache:squid:2.7.stable3cpe:2.3:a:squid-cache:squid:2.7.stable4cpe:2.3:a:squid-cache:squid:2.7.stable5cpe:2.3:a:squid-cache:squid:2.7.stable6cpe:2.3:a:squid-cache:squid:2.7.stable7cpe:2.3:a:squid-cache:squid:2.7.stable8cpe:2.3:a:squid-cache:squid:2.7.stable9cpe:2.3:a:squid-cache:squidcpe:2.3:a:squid-cache:squid,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Squid http proxy,NVD,5.9,MEDIUM,3.6,2.2,Network,High,None,None,Unchanged,High,High,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,Partial,None,None
CVE-2019-12764,11/14/2020,290,NVD,"remote,webapps",Joomla!,Joomla,Unauthorised Access,284,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Montreal","Apache httpd,nginx,Microsoft IIS httpd",NVD,6.5,MEDIUM,3.6,2.8,Network,Low,Low,None,Unchanged,None,None,High,4,MEDIUM,2.9,8,Network,Low,Single,None,Partial,None
CVE-2019-12765,11/14/2020,2,NVD,"remote,webapps",Joomla!,Joomla,CSV Injection,74,cpe:2.3:a:joomla:joomla\!,,Apache httpd,NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Insufficient_Info,None,Partial,Partial,Partial
CVE-2019-12766,11/14/2020,90,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,79,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Singapore,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-12815,11/14/2020,80183,NVD,remote,ProFTPD ,Proftpd,"Arbitrary File Copy,Code Execution,Information Disclosure",284,cpe:2.3:a:proftpd:proftpd,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",,NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-13345,11/14/2020,1176,NVD,"remote,webapps",Squid Software Foundation,Squid-cache,Cross-Site Scripting,79,cpe:2.3:a:squid-cache:squidcpe:2.3:o:debian:debian_linux:8.0,"London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Paris",Squid http proxy,NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-13917,11/14/2020,267618,NVD,remote,Exim,Exim,Code Execution,19,cpe:2.3:a:exim:eximcpe:2.3:o:debian:debian_linux:9.0cpe:2.3:o:debian:debian_linux:10.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Exim smtpd,NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,10,HIGH,10,10,Network,Low,None,Complete,Complete,Complete
CVE-2019-14654,11/14/2020,9,NVD,"remote,webapps",Joomla!,Joomla,Code Execution,20,cpe:2.3:a:joomla:joomla\!:3.9.7:-cpe:2.3:a:joomla:joomla\!:3.9.7:rccpe:2.3:a:joomla:joomla\!:3.9.8,,"Apache httpd,nginx",NVD,8.8,HIGH,5.9,2.8,Network,Low,Low,None,Unchanged,High,High,High,6.5,MEDIUM,6.4,8,Network,Low,Single,Partial,Partial,Partial
CVE-2019-1543,11/14/2020,123387,NVD,remote,OpenSSL,Openssl,ChaCha20-Poly1305 Incorrectly Processed,310,cpe:2.3:a:openssl:opensslcpe:2.3:a:openssl:openssl,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,MongoDB",NVD,7.4,HIGH,5.2,2.2,Network,High,None,None,Unchanged,High,High,None,5.8,MEDIUM,4.9,8.6,Network,Medium,None,Partial,Partial,None
CVE-2019-1552,11/14/2020,974630,"NVD,NetApp",remote,OpenSSL,Openssl,Arbitrary File Write,295,cpe:2.3:a:openssl:opensslcpe:2.3:a:openssl:opensslcpe:2.3:a:openssl:openssl,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,MongoDB",NVD,3.3,LOW,1.4,1.8,Local,Low,Low,None,Unchanged,None,Low,None,1.9,LOW,2.9,3.4,Local,Medium,None,None,Partial,None
CVE-2019-1559,11/14/2020,851243,NVD,remote,OpenSSL,Openssl,Information Disclosure,200,cpe:2.3:a:openssl:opensslcpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:a:netapp:element_software:-cpe:2.3:a:netapp:hyper_converged_infrastructure:-cpe:2.3:a:netapp:oncommand_unified_manager:-cpe:2.3:a:netapp:oncommand_unified_manager:-cpe:2.3:a:netapp:oncommand_workflow_automation:-cpe:2.3:a:netapp:ontap_select_deploy:-cpe:2.3:a:netapp:ontap_select_deploy_administration_utility:-cpe:2.3:a:netapp:santricity_smi-s_provider:-cpe:2.3:a:netapp:snapcenter:-cpe:2.3:a:netapp:snapdrive:-cpe:2.3:a:netapp:steelstore_cloud_integrated_storage:-cpe:2.3:a:netapp:storage_automation_store:-cpe:2.3:a:netapp:storagegrid:-cpe:2.3:a:netapp:storagegridcpe:2.3:a:f5:traffix_signaling_delivery_controller:4.4.0cpe:2.3:a:f5:traffix_signaling_delivery_controllercpe:2.3:a:tenable:nessuscpe:2.3:o:opensuse:leap:15.0cpe:2.3:o:opensuse:leap:42.3,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,MongoDB",NVD,5.9,MEDIUM,3.6,2.2,Network,High,None,None,Unchanged,High,None,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,Partial,None,None
CVE-2019-1652,11/14/2020,6573,Shodan.io,"webapps,remote",Cisco,Cisco,"Command Injection,Code Execution",20,cpe:2.3:o:cisco:rv320_firmware:1.4.2.15cpe:2.3:o:cisco:rv325_firmware:1.4.2.15,"London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx","CISCO SYSTEMS, NVD",7.2,HIGH,5.9,1.2,Network,Low,High,None,Unchanged,High,High,High,9,HIGH,10,8,Network,Low,Single,Complete,Complete,Complete
CVE-2019-1653,11/14/2020,6573,Shodan.io,"webapps,remote",Cisco,Cisco,"Information Discoure,Code Execution",284,cpe:2.3:o:cisco:rv320_firmware:1.4.2.15cpe:2.3:o:cisco:rv320_firmware:1.4.2.17cpe:2.3:o:cisco:rv325_firmware:1.4.2.15cpe:2.3:o:cisco:rv325_firmware:1.4.2.17,"London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx","CISCO SYSTEMS, NVD",7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,None,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2019-19781,11/14/2020,777,Shodan.io,"webapps,remote",Citrix,Citrix,Code Execution,22,cpe:2.3:o:citrix:application_delivery_controller_firmware:10.5:*:*:*:*:*:*:*cpe:2.3:o:citrix:application_delivery_controller_firmware:11.1:*:*:*:*:*:*:*cpe:2.3:o:citrix:application_delivery_controller_firmware:12.0:*:*:*:*:*:*:*cpe:2.3:o:citrix:application_delivery_controller_firmware:12.1:*:*:*:*:*:*:*cpe:2.3:o:citrix:application_delivery_controller_firmware:13.0:*:*:*:*:*:*:*cpe:2.3:h:citrix:application_delivery_controller:-:*:*:*:*:*:*:*cpe:2.3:o:citrix:netscaler_gateway_firmware:10.5:*:*:*:*:*:*:*cpe:2.3:o:citrix:netscaler_gateway_firmware:11.1:*:*:*:*:*:*:*cpe:2.3:o:citrix:netscaler_gateway_firmware:12.0:*:*:*:*:*:*:*cpe:2.3:o:citrix:netscaler_gateway_firmware:12.1:*:*:*:*:*:*:*cpe:2.3:h:citrix:netscaler_gateway:-:*:*:*:*:*:*:*cpe:2.3:o:citrix:gateway_firmware:13.0:*:*:*:*:*:*:*cpe:2.3:h:citrix:gateway:-:*:*:*:*:*:*:*,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Apache httpd,NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-3814,11/14/2020,814,NVD,remote,Dovecot,Dovecot,Impersonation ,295,cpe:2.3:a:dovecot:dovecotcpe:2.3:a:dovecot:dovecotcpe:2.3:o:canonical:ubuntu_linux:12.04cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:opensuse:leap:42.3,"Tokyo,London,Dublin,Singapore,Amsterdam,Mumbai,Paris,Montreal",,NVD,6.8,MEDIUM,5.2,1.6,Network,High,Low,None,Unchanged,High,High,None,4.9,MEDIUM,4.9,6.8,Network,Medium,Single,Partial,Partial,None
CVE-2019-6109,11/14/2020,316530,NVD,remote,OpenSSH,Openbsd,Man-in-The-Middle,284,cpe:2.3:a:openbsd:opensshcpe:2.3:a:winscp:winscpcpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:a:netapp:element_software:-cpe:2.3:a:netapp:ontap_select_deploy:-cpe:2.3:a:netapp:storage_automation_store:-,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",OpenSSH,NVD,6.8,MEDIUM,5.2,1.6,Network,High,None,Required,Unchanged,High,High,High,4,MEDIUM,4.9,4.9,Network,High,None,Partial,Partial,None
CVE-2019-6110,11/14/2020,316529,Shodan.io,remote,OpenSSH,Openbsd,Write Arbitrary Files,284,cpe:2.3:a:openbsd:opensshcpe:2.3:a:winscp:winscpcpe:2.3:a:netapp:element_software:-cpe:2.3:a:netapp:ontap_select_deploy:-cpe:2.3:a:netapp:storage_automation_store:-,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",OpenSSH,NVD,6.8,MEDIUM,5.2,1.6,Network,High,None,Required,Unchanged,High,High,High,4,MEDIUM,4.9,4.9,Network,High,None,Partial,Partial,None
CVE-2019-6111,11/14/2020,316529,Shodan.io,remote,OpenSSH,Openbsd,Write Arbitrary Files,20,cpe:2.3:a:openbsd:opensshcpe:2.3:a:winscp:winscpcpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:o:redhat:enterprise_linux:7.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",OpenSSH,NVD,5.9,MEDIUM,3.6,2.2,Network,High,None,None,Unchanged,None,None,High,5.8,MEDIUM,4.9,8.6,Network,Medium,None,None,Partial,Partial
CVE-2019-6261,11/14/2020,223,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,79,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-6262,11/14/2020,223,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,79,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd",NVD,5.4,MEDIUM,2.7,2.3,Network,Low,Low,Required,Changed,Low,Low,Low,3.5,LOW,2.9,6.8,Network,Medium,Single,None,Partial,None
CVE-2019-6263,11/14/2020,223,Shodan.io,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,79,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd",NVD,4.8,MEDIUM,2.7,1.7,Network,Low,High,Required,Changed,Low,Low,Low,3.5,LOW,2.9,6.8,Network,Medium,Single,None,Partial,None
CVE-2019-6264,11/14/2020,223,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,79,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-6338,11/14/2020,28152,NVD,"remote,webapps",Drupal,Drupal,Object Injection,502,cpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,8,HIGH,5.9,2.1,Network,Low,Low,Required,Unchanged,High,High,High,6,MEDIUM,6.4,6.8,Network,Medium,Single,Partial,Partial,Partial
CVE-2019-6339,11/14/2020,28152,NVD,"remote,webapps",Drupal,Drupal,Code Execution,20,cpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-6340,11/14/2020,3027,Shodan.io,"remote,webapps",Drupal,Drupal,"Code Execution, Command Execution",20,cpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupal,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.1,HIGH,5.9,2.2,Network,High,None,None,Unchanged,High,High,High,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2019-6341,11/14/2020,30700,NVD,"remote,webapps",Drupal,Drupal,Cross-Site Scripting,79,cpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:fedoraproject:fedora:28cpe:2.3:o:fedoraproject:fedora:29,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.4,MEDIUM,2.7,2.3,Network,Low,Low,Required,Changed,Low,Low,Low,3.5,LOW,2.9,6.8,Network,Medium,Single,None,Partial,None
CVE-2019-6977,11/14/2020,3117683,Shodan.io,"remote,webapps",PHP,php,Out of Band Heap Write,119,cpe:2.3:a:libgd:libgd:2.2.5cpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:php:7.3.0cpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:a:netapp:storage_automation_store,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.8,HIGH,5.9,2.8,Network,Low,None,Required,Unchanged,High,High,High,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2019-7524,11/14/2020,814,NVD,"remote,local",Dovecot,Dovecot,"Buffer Overflow, Privilege Escalation",119,cpe:2.3:a:dovecot:dovecotcpe:2.3:a:dovecot:dovecotcpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:opensuse:leap:15.0cpe:2.3:o:opensuse:leap:42.3,"Tokyo,London,Dublin,Singapore,Amsterdam,Mumbai,Paris,Montreal",,NVD,7.8,HIGH,5.9,1.8,Local,Low,Low,None,Unchanged,High,High,High,7.2,HIGH,10,3.9,Local,Low,None,Complete,Complete,Complete
