vulnerability,capture_date,totalcount,exploit_source,exploit_type,exploit_platform,exploit_vendor,exploit_attack,vulnerable_cities,vulnerable_services,cvss_source,cvss3_basescore,cvss3_severity,cvss3_impactscore,cvss3_exploitabilityscore,cvss3_attackvector,cvss3_attackcomplexity,cvss3_privilegesrequired,cvss3_userinteraction,cvss3_scope,cvss3_confidentiality ,cvss3_integrity,cvss3_availability,cvss2_basescore,cvss2_severity,cvss2_impactscore,cvss2_exploitabilityscore,cvss2_attackvector,cvss2_attackcomplexity,cvss2_authentication,cvss2_confidentiality ,cvss2_integrity,cvss2_availability
CVE-2019-3814,10/22/2020,848,NVD,remote,Dovecot,Dovecot,Impersonation ,"Tokyo,London,Dublin,Singapore,Amsterdam,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.8,MEDIUM,5.2,1.6,Network,High,Low,None,Unchanged,High,High,None,4.9,MEDIUM,4.9,6.8,Network,Medium,Single,Partial,Partial,None
CVE-2019-6109,10/22/2020,264893,NVD,remote,OpenSSH,Openbsd,Man-in-The-Middle,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.8,MEDIUM,5.2,1.6,Network,High,None,Required,Unchanged,High,High,High,4,MEDIUM,4.9,4.9,Network,High,None,Partial,Partial,None
CVE-2019-6110,10/22/2020,264896,Shodan.io,remote,OpenSSH,Openbsd,Write Arbitrary Files,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.8,MEDIUM,5.2,1.6,Network,High,None,Required,Unchanged,High,High,High,4,MEDIUM,4.9,4.9,Network,High,None,Partial,Partial,None
CVE-2019-6111,10/22/2020,264897,Shodan.io,remote,OpenSSH,Openbsd,Write Arbitrary Files,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.9,MEDIUM,3.6,2.2,Network,High,None,None,Unchanged,None,None,High,5.8,MEDIUM,4.9,8.6,Network,Medium,None,None,Partial,Partial
CVE-2019-6261,10/22/2020,220,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,"London,Dublin,Amsterdam,Sydney,Mumbai","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-6262,10/22/2020,220,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,"London,Dublin,Amsterdam,Sydney,Mumbai","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.4,MEDIUM,2.7,2.3,Network,Low,Low,Required,Changed,Low,Low,Low,3.5,LOW,2.9,6.8,Network,Medium,Single,None,Partial,None
CVE-2019-6263,10/22/2020,220,Shodan.io,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,"London,Dublin,Amsterdam,Sydney,Mumbai","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,4.8,MEDIUM,2.7,1.7,Network,Low,High,Required,Changed,Low,Low,Low,3.5,LOW,2.9,6.8,Network,Medium,Single,None,Partial,None
CVE-2019-6264,10/22/2020,220,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,"London,Dublin,Amsterdam,Sydney,Mumbai","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-6338,10/22/2020,25097,NVD,"remote,webapps",Drupal,Drupal,Object Injection,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,8,HIGH,5.9,2.1,Network,Low,Low,Required,Unchanged,High,High,High,6,MEDIUM,6.4,6.8,Network,Medium,Single,Partial,Partial,Partial
CVE-2019-6339,10/22/2020,25096,NVD,"remote,webapps",Drupal,Drupal,Code Execution,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-6340,10/22/2020,2934,Shodan.io,"remote,webapps",Drupal,Drupal,"Code Execution, Command Execution","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.1,HIGH,5.9,2.2,Network,High,None,None,Unchanged,High,High,High,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2019-6341,10/22/2020,27510,NVD,"remote,webapps",Drupal,Drupal,Cross-Site Scripting,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.4,MEDIUM,2.7,2.3,Network,Low,Low,Required,Changed,Low,Low,Low,3.5,LOW,2.9,6.8,Network,Medium,Single,None,Partial,None
CVE-2019-6977,10/22/2020,3149132,Shodan.io,"remote,webapps",PHP,php,Out of Band Heap Write,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.8,HIGH,5.9,2.8,Network,Low,None,Required,Unchanged,High,High,High,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2019-7524,10/22/2020,848,NVD,"remote,local",Dovecot,Dovecot,"Buffer Overflow, Privilege Escalation","Tokyo,London,Dublin,Singapore,Amsterdam,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.8,HIGH,5.9,1.8,Local,Low,Low,None,Unchanged,High,High,High,7.2,HIGH,10,3.9,Local,Low,None,Complete,Complete,Complete
CVE-2019-7739,10/22/2020,220,NVD,"remote,webapps",Joomla!,Joomla,Overrides,"London,Dublin,Amsterdam,Sydney,Mumbai","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-7740,10/22/2020,220,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,"London,Dublin,Amsterdam,Sydney,Mumbai","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-7741,10/22/2020,220,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,"London,Dublin,Amsterdam,Sydney,Mumbai","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-7742,10/22/2020,288,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,"London,Dublin,Amsterdam,Sydney,Mumbai","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-7743,10/22/2020,220,NVD,"remote,webapps",Joomla!,Joomla,Object Injection,"London,Dublin,Amsterdam,Sydney,Mumbai","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-7744,10/22/2020,220,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,"London,Dublin,Amsterdam,Sydney,Mumbai","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-8942,10/22/2020,72587,Shodan.io,"remote,webapps",Wordpress,Wordpress,Shell Upload,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.8,HIGH,5.9,2.8,Network,Low,Low,None,Unchanged,High,High,High,6.5,MEDIUM,6.4,8,Network,Low,Single,Partial,Partial,Partial
CVE-2019-8943,10/22/2020,2112,Shodan.io,"remote,webapps",Wordpress,Wordpress,Shell Upload,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache,OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.5,MEDIUM,3.6,2.8,Network,Low,Low,None,Unchanged,None,None,High,4,MEDIUM,2.9,8,Network,Low,Single,None,Partial,None
CVE-2019-9020,10/22/2020,3447270,NVD,"remote,webapps",PHP,php,"Information Disclosure, Heap Buffer Overflow","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-9021,10/22/2020,3447269,Shodan.io,"webapps,remote ",Broadcom CA Privilged Access Manager,BROADCOM,Command Execution,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-9022,10/22/2020,593628,Shodan.io,"webapps,remote",Broadcom CA Privilged Access Manager,BROADCOM,Command Execution,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,High,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2019-9023,10/22/2020,3447281,NVD,"remote,webapps",PHP,php,Heap Buffer Overflow,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-9024,10/22/2020,3447289,NVD,"remote,webapps",PHP,php,"Information Disclosure, Heap Buffer Overflow","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,High,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2019-9025,10/22/2020,4542,"NVD,NetApp","remote,dos,webapps",PHP,php,"Information Disclosure,Denial of Service","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-9193,10/22/2020,318756,Shodan.io,remote,PostgreSQL,Postgresql,Command Execution,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.2,HIGH,5.9,1.2,Network,Low,High,None,Unchanged,High,High,High,9,HIGH,10,8,Network,Low,Single,Complete,Complete,Complete
CVE-2019-9637,10/22/2020,3865792,NVD,"remote,webapps",PHP,php,Unauthorised Access,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,High,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2019-9638,10/22/2020,3865813,"NVD,NetApp","remote,dos,webapps",PHP,php,"Information Disclosure,Denial of Service","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,High,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2019-9639,10/22/2020,3865791,"NVD,NetApp","remote,dos,webapps",PHP,php,"Information Disclosure,Denial of Service","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,None,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2019-9640,10/22/2020,339419,"NVD,NetApp","remote,dos,webapps",PHP,php,"Information Disclosure,Denial of Service","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,High,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2019-9641,10/22/2020,3865809,"NVD,NetApp","remote,dos,webapps",PHP,php,"Information Disclosure,Denial of Service","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-9675,10/22/2020,440812,NVD,"remote,webapps",PHP,php,Buffer Overflow,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.1,HIGH,5.9,2.2,Network,High,None,None,Unchanged,High,High,High,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2019-9711,10/22/2020,124,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,"London,Dublin,Amsterdam,Sydney,Mumbai","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-9712,10/22/2020,116,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,"London,Dublin,Amsterdam,Sydney,Mumbai","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-9713,10/22/2020,47,NVD,"remote,webapps",Joomla!,Joomla,Unauthorised Access,"London,Dublin,Sydney","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,High,None,5,MEDIUM,2.9,10,Network,Insufficient_Info,None,Partial,None,None
CVE-2019-9714,10/22/2020,124,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,"London,Dublin,Amsterdam,Sydney,Mumbai","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-9787,10/22/2020,77493,NVD,"remote,webapps",Wordpress,Wordpress,"Code Execution,Cross-Site Request Forgery,Arbitrary File Write","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.8,HIGH,5.9,2.8,Network,Low,None,Required,Unchanged,High,High,High,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2020-0796,10/22/2020,104198,NVD,remote,SMB,Microsoft,Code Execution,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,10,CRITICAL,6,3.9,Network,Low,None,None,Changed,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2020-11651,10/22/2020,93,NVD,"remote,webapps",Salt,Saltstack,"Unauthorised Access,Arbitrary Code Execution","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Paris","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2020-11652,10/22/2020,93,NVD,"remote,webapps",Salt,Saltstack,"Unauthorised Access,Code Execution","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Paris","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.5,MEDIUM,3.6,2.8,Network,Low,Low,None,Unchanged,High,None,None,4,MEDIUM,2.9,8,Network,Low,Single,Partial,None,None
CVE-2020-1938,10/22/2020,37041,NVD,"remote,webapps","Apache JServ Protocol,Apache Tomcat",Apache,"Code Execution,Information Disclosure,Arbitrary Code Execution","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2020-5902,10/22/2020,497,NVD,remote,BIG-IP,f5,Code Exeuction,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,10,HIGH,10,10,Network,Low,None,Complete,Complete,Complete
MS17-010,10/22/2020,9592,Shodan.io,"remote, dos",SMB,Microsoft,Code Execution,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","OpenSSH,PostgreSQL,nginx,lighttpd,Apache httpd,MongoDB,Squid http proxy,Microsoft IIS httpd,LiteSpeed httpd",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
